Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BTC-KRW,BTC-KRW,BTC-KRW,BTC-KRW,BTC-KRW,BTC-KRW
Date,,,,,,
2024-10-15,89725568.0,89725568.0,90224080.0,84400640.0,84799712.0,59377160886011
2024-10-16,91473904.0,91473904.0,92311008.0,88295416.0,89731328.0,66672064300958
2024-10-17,92254264.0,92254264.0,93037688.0,91181120.0,91475752.0,52115476776877
2024-10-18,92419416.0,92419416.0,92700864.0,91466448.0,92260216.0,44963252444416
2024-10-19,93734424.0,93734424.0,94424528.0,92150568.0,92445848.0,50494684641586
2024-10-20,93657624.0,93657624.0,94075856.0,93194432.0,93734680.0,19787736568549
2024-10-21,94516800.0,94516800.0,95014792.0,93305520.0,93659608.0,25992638383879
2024-10-22,92799592.0,92799592.0,95157720.0,92264336.0,94517200.0,51654546932286
2024-10-23,92799720.0,92799720.0,93406128.0,91843904.0,92789744.0,43820605537844
2024-10-24,91566184.0,91566184.0,92856680.0,90110352.0,92801064.0,44470746972577
2024-10-25,93864696.0,93864696.0,94890968.0,91800720.0,91871488.0,43260860141517
2024-10-26,92543648.0,92543648.0,95453136.0,90987496.0,93870544.0,57587708405716
2024-10-27,93060632.0,93060632.0,93481704.0,92152304.0,92524664.0,27201208385670
2024-10-28,94370144.0,94370144.0,94775824.0,92828064.0,93072824.0,23229921478127
2024-10-29,96676024.0,96676024.0,97019312.0,93602000.0,94360944.0,53656650289515
2024-10-30,100669296.0,100669296.0,101871240.0,96492112.0,96679192.0,81041382522626
2024-10-31,99662824.0,99662824.0,100575520.0,98421680.0,100662200.0,55999228923425
2024-11-01,96462824.0,96462824.0,100097312.0,95582536.0,99656624.0,55815320550575
2024-11-02,95909432.0,95909432.0,98533904.0,94791456.0,96465176.0,69002914134606
2024-11-03,95642760.0,95642760.0,96440704.0,95290008.0,95914336.0,25100947454263
2024-11-04,94869960.0,94869960.0,95742672.0,93148832.0,95652568.0,48121928386241
2024-11-05,93183480.0,93183480.0,95294904.0,91811632.0,94871368.0,56594299485159
2024-11-06,95709960.0,95709960.0,97375304.0,92990816.0,93183024.0,63540562881753
2024-11-07,105985448.0,105985448.0,107027096.0,95496560.0,95708488.0,166171981666662
2024-11-08,104787736.0,104787736.0,106431608.0,104038648.0,105982656.0,87618000223316
2024-11-09,107025888.0,107025888.0,107999936.0,104762160.0,104784936.0,77148282859343
2024-11-10,107352216.0,107352216.0,107567392.0,105946912.0,107040864.0,40561055441002
2024-11-11,112534792.0,112534792.0,113933520.0,106936944.0,107347568.0,115466401526242
2024-11-12,124319744.0,124319744.0,125491192.0,112267784.0,112530912.0,165336661697054
2024-11-13,123869488.0,123869488.0,126745752.0,119813024.0,124325456.0,188254092892665
2024-11-14,127201032.0,127201032.0,131154576.0,121344160.0,123833088.0,173505329164600
2024-11-15,122472560.0,122472560.0,128594296.0,121675608.0,127187992.0,122986692988649
2024-11-16,127121312.0,127121312.0,128214776.0,122090112.0,122519936.0,109221512653820
2024-11-17,126412840.0,126412840.0,128095592.0,125764784.0,127119024.0,61885812178058
2024-11-18,125401504.0,125401504.0,127633664.0,123860344.0,126412824.0,64692799344412
2024-11-19,125924448.0,125924448.0,129033424.0,124651032.0,125398520.0,105053267592428
2024-11-20,128664696.0,128664696.0,130982728.0,125763496.0,125916336.0,103831860541256
2024-11-21,131944536.0,131944536.0,132687712.0,127538488.0,128662048.0,100323918456939
2024-11-22,138086896.0,138086896.0,138700800.0,131643816.0,131937752.0,148628341778896
2024-11-23,139043200.0,139043200.0,140020608.0,136879840.0,138075264.0,110216928619199
2024-11-24,137329168.0,137329168.0,139067104.0,136564576.0,139055952.0,62380812594686
2024-11-25,137804912.0,137804912.0,138550944.0,134535312.0,137330320.0,72705770888055
2024-11-26,130260352.0,130260352.0,138641456.0,129617592.0,137832496.0,113201238064095
2024-11-27,128438208.0,128438208.0,132808184.0,126830752.0,130239344.0,127979114005779
2024-11-28,133457968.0,133457968.0,135390384.0,128175480.0,128428184.0,98927428869813
2024-11-29,133161624.0,133161624.0,134856192.0,132200416.0,133447424.0,72753247900427
2024-11-30,136009424.0,136009424.0,137911696.0,133206832.0,133163696.0,76709849156358
